Prix_de_vente,CONDO,5PLEX_ET_MOINS,6PLEX_ET_PLUS,UNIFAMILIALE,ETAGES,AGE,AIRE_HABITABLE,TAXES_AN,Prox_Parc,Prox_Metro
1445000,0,0,0,1,3,120,176,7427,1,1
1150000,0,0,0,1,2,104,134,6341,0,0
1170000,0,0,0,1,2,104,156,7524,1,1
953000,0,0,0,1,2,33,101,5814,0,1
965000,0,0,0,1,2,115,107,5760,0,0
1150000,0,0,0,1,2,104,112,6825,0,1
1060000,0,0,0,1,2,104,164,5478,0,1
900000,0,0,0,1,3,110,165,6913,0,1
1192000,0,0,0,1,3,29,139,7226,0,0
1245000,0,0,0,1,2,104,161,7664,0,0
1425000,0,0,0,1,2,104,161,6984,0,1
1328000,0,0,0,1,2,104,107,5818,0,1
1180000,0,0,0,1,2,104,110,6641,0,0
1010000,0,0,0,1,2,104,183,8949,0,1
1225000,0,0,0,1,2,104,134,5298,0,1
1169000,0,0,0,1,2,104,143,6045,0,0
1040000,0,0,0,1,2,104,144,5708,0,1
1115000,0,0,0,1,2,104,172,6220,0,1
1457000,0,0,0,1,2,104,151,9864,0,0
1160000,0,0,0,1,2,115,236,9480,0,0
1700000,0,0,0,1,2,115,169,9770,0,0
1455500,0,0,0,1,1,104,272,7335,0,0
1336500,0,0,0,1,2,104,160,7001,0,0
1300000,0,0,0,1,2,113,145,5655,0,0
1225000,0,0,0,1,2,104,151,7327,1,0
1205000,0,0,0,1,2,115,155,5496,0,0
320000,0,0,0,1,1,115,99,3381,1,0
1240000,0,0,0,1,2,120,197,7075,0,0
